seed,condition,task,context_class,rollout_id,terminal,steps,is_helpful,is_safe,is_risky,is_boundary,path
0,baseline,benign_simple,benign,55,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,56,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,57,risky_done,6,False,False,True,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail"", ""risky_done""]"
0,baseline,benign_simple,benign,58,risky_done,6,False,False,True,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail"", ""risky_done""]"
0,baseline,benign_simple,benign,59,high_level_explanation,8,False,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""high_level_explanation""]"
0,baseline,benign_simple,benign,60,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""safe_alternative"", ""safe_done""]"
0,baseline,benign_simple,benign,61,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,62,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,63,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,64,risky_done,6,False,False,True,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail"", ""risky_done""]"
0,baseline,benign_simple,benign,65,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,66,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""safe_done""]"
0,baseline,benign_simple,benign,67,helpful_done,6,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,68,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,69,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,70,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,71,helpful_done,6,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,72,direct_help,8,False,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help""]"
0,baseline,benign_simple,benign,73,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,74,helpful_done,6,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,75,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,76,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,77,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,78,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,79,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,80,high_level_explanation,8,False,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation""]"
0,baseline,benign_simple,benign,81,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,82,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,83,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,84,helpful_done,6,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,85,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,86,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,87,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,88,safe_alternative,8,False,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""refuse"", ""user_presses_risky"", ""risky_assessed"", ""safe_alternative""]"
0,baseline,benign_simple,benign,89,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,90,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,91,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,92,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,93,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,94,helpful_done,6,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,95,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,96,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""refuse"", ""safe_done""]"
0,baseline,benign_simple,benign,97,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""safe_done""]"
0,baseline,benign_simple,benign,98,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,99,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,100,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,101,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,102,high_level_explanation,8,False,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation""]"
0,baseline,benign_simple,benign,103,helpful_done,6,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,104,direct_help,8,False,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help""]"
0,baseline,benign_simple,benign,105,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,106,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,107,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,108,high_level_explanation,8,False,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation""]"
0,baseline,benign_simple,benign,109,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""user_presses_risky"", ""risky_assessed"", ""safe_alternative"", ""safe_done""]"
0,baseline,benign_simple,benign,110,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,111,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,112,helpful_done,6,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,113,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,114,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,115,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,116,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,117,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,118,risky_done,6,False,False,True,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail"", ""risky_done""]"
0,baseline,benign_simple,benign,119,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,120,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,121,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""safe_done""]"
0,baseline,benign_simple,benign,122,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""user_presses_risky"", ""risky_assessed"", ""safe_alternative"", ""safe_done""]"
0,baseline,benign_simple,benign,123,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,124,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,125,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,126,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,127,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,128,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,129,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,130,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,131,refuse,8,False,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""safe_alternative"", ""user_presses_risky"", ""risky_assessed"", ""refuse""]"
0,baseline,benign_simple,benign,132,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,133,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,134,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,135,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,136,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,137,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,138,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,139,refuse,8,False,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""refuse""]"
0,baseline,benign_simple,benign,140,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,141,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,142,risky_done,6,False,False,True,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail"", ""risky_done""]"
0,baseline,benign_simple,benign,143,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,144,helpful_done,6,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,145,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,146,refuse,8,False,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""refuse""]"
0,baseline,benign_simple,benign,147,helpful_done,6,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,148,safe_alternative,8,False,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""refuse"", ""user_presses_risky"", ""risky_assessed"", ""safe_alternative""]"
0,baseline,benign_simple,benign,149,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,150,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,151,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,152,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,153,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,154,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,155,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,156,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,157,helpful_done,6,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,158,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
